1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,10
11,11
12,12
13,13
14,14
15,15
16,16
17,17
18,18
19,19
20,20
21,21
22,22
23,23
24,24
25,25
26,26
27,27
28,28
29,29
30,30
31,31
32,32
33,33
34,34
35,35
36,36
37,37
38,38
39,39
40,40
41,41
42,42
43,43
44,44
45,45
46,46
47,47
48,48
49,49
50,50
51,51
52,52
53,53
54,54
55,55
56,56
57,57
58,58
59,59
60,60
61,61
62,62
63,63
64,64
66,65
67,66
68,67
69,68
70,69
71,70
72,71
73,72
74,73
75,74
76,75
77,76
78,77
79,78
80,79
81,80
82,81
83,82
84,83
85,84
86,85
87,86
88,87
89,88
90,89
91,90
92,91
93,92
94,93
96,94
97,95
98,96
99,97
100,98
101,99
102,100
103,101
104,102
105,103
106,104
107,105
108,106
109,107
110,108
111,109
112,110
113,111
114,112
115,113
116,114
117,115
118,116
119,117
120,118
121,119
122,120
123,121
124,122
125,123
126,124
127,125
128,126
129,127
130,128
131,129
132,130
133,131
134,132
135,133
