1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
11,10
12,11
13,12
14,13
15,14
16,15
17,16
18,17
19,18
20,19
21,20
22,21
23,22
24,23
25,24
26,25
27,26
28,27
29,28
30,29
31,30
32,31
33,32
34,33
35,34
36,35
37,36
38,37
39,38
40,39
42,40
43,41
44,42
45,43
46,44
47,45
48,46
50,47
51,48
52,49
53,50
54,51
55,52
56,53
57,54
58,55
59,56
60,57
62,58
63,59
64,60
65,61
66,62
67,63
68,64
69,65
71,66
72,67
73,68
74,69
75,70
76,71
77,72
81,73
82,74
83,75
84,76
85,77
86,78
87,79
88,80
89,81
90,82
91,83
92,84
93,85
94,86
95,87
96,88
97,89
98,90
99,91
100,92
101,93
102,94
103,95
104,96
105,97
106,98
107,99
108,100
109,101
110,102
111,103
112,104
113,105
114,106
115,107
116,108
117,109
118,110
119,111
120,112
121,113
122,114
123,115
124,116
125,117
126,118
127,119
128,120
129,121
130,122
131,123
132,124
133,125
134,126
135,127
136,128
137,129
138,130
139,131
140,132
141,133
142,134
143,135
144,136
145,137
147,138
148,139
149,140
150,141
151,142
153,143
154,144
155,145
156,146
158,147
159,148
160,149
161,150
162,151
163,152
164,153
165,154
168,155
170,156
171,157
172,158
174,159
175,160
176,161
177,162
178,163
179,164
180,165
181,166
182,167
183,168
184,169
185,170
186,171
187,172
188,173
189,174
190,175
191,176
192,177
194,178
195,179
196,180
197,181
198,182
199,183
200,184
201,185
202,186
203,187
204,188
205,189
206,190
207,191
208,192
209,193
210,194
211,195
212,196
213,197
214,198
215,199
216,200
217,201
218,202
219,203
220,204
221,205
222,206
223,207
224,208
225,209
