Id,ItemTypeId,SubTypeId,Sku,Name,Description,IsTradeable,UoMId,Quantity,PendingDelivery,PendingReceival,Virtual,MinimumQuantity,CustomerQuantity,CustomerVirtual,SellingPrice,PriceList,CurrencyId,PriceMutationId,AvgPrice,CustomerAvgPrice,IsDeleted,CreatedAt,UpdatedAt,DeletedAt,RollNo,ContactId,MachineId,AdhesiveId,Adhesive2Id,RollBlanketItemId,LeftBarItemId,RightBarItemId,AC,AR,thickness,KS,IsBarRequired,HasLeftBar,HasRightBar,CroppingType,LeftOverAC,LeftOverAR,Special,ApplicationCase
1,3,,ACC1,Bearing 51104,NSK + FAG + SKF,False,1,358,1,0,0,0,0,0,0,0,1,1,0,0,False,2014-12-19 08:56:27,2015-01-23 04:01:55,,,,,,,,,,,,,,,,,,,,,
2,3,2,ACC2,Bearing 51106,NSK + FAG,False,1,33,0,15,0,0,0,0,0,0,1,2,42792.45,0,False,2014-12-19 08:56:27,2015-04-15 14:53:28,,,,,,,,,,,,,,,,,,,,,
3,3,,ACC3,Bearing 51202,FAG,False,1,13,0,0,0,0,0,0,0,0,1,3,0,0,False,2014-12-19 08:56:27,2015-01-23 08:46:37,,,,,,,,,,,,,,,,,,,,,
4,3,,ACC4,Bearing 1201 ETN9,SKF,False,1,1,0,0,0,0,0,0,0,0,1,4,0,0,False,2014-12-19 08:56:27,2015-01-28 16:10:38,,,,,,,,,,,,,,,,,,,,,
5,3,,ACC5,Bearing 1202 - RS,SKF,False,1,0,0,0,0,0,0,0,0,0,1,5,0,0,False,2014-12-19 08:56:27,2014-12-19 08:56:27,,,,,,,,,,,,,,,,,,,,,
6,3,,ACC6,Bearing 1204 ETN9,SKF,False,1,4,0,0,0,0,0,0,0,0,1,6,0,0,False,2014-12-19 08:56:27,2015-01-23 08:46:38,,,,,,,,,,,,,,,,,,,,,
7,3,,ACC7,Bearing 2205 E - 2RS1TN9,SKF,False,1,6,0,0,0,0,0,0,0,0,1,7,254000,0,False,2014-12-19 08:56:27,2015-01-23 08:46:38,,,,,,,,,,,,,,,,,,,,,
8,3,,ACC8,Bearing 2206E-2 RS1,SKF,False,1,0,0,0,0,0,0,0,0,0,1,8,0,0,False,2014-12-19 08:56:27,2014-12-19 08:56:27,,,,,,,,,,,,,,,,,,,,,
9,3,,ACC9,Bearing 2207 - 2RS,JAF,False,1,1,0,0,0,0,0,0,0,0,1,9,0,0,False,2014-12-19 08:56:27,2015-01-23 08:46:38,,,,,,,,,,,,,,,,,,,,,
10,3,,ACC10,Bearing 2208 - 2RS RS,SKF,False,1,1,0,0,0,0,0,0,0,0,1,10,0,0,False,2014-12-19 08:56:27,2015-01-23 08:46:39,,,,,,,,,,,,,,,,,,,,,
11,3,,ACC11,Bearing 2210 E-2RS1TN9,SKF,False,1,2,0,0,0,0,0,0,0,0,1,11,0,0,False,2014-12-19 08:56:27,2015-05-17 21:45:13,,,,,,,,,,,,,,,,,,,,,
12,3,,ACC12,Bearing 3203 A-2ZTN9,FAG,False,1,0,0,0,0,0,0,0,0,0,1,12,0,0,False,2014-12-19 08:56:27,2014-12-19 08:56:27,,,,,,,,,,,,,,,,,,,,,
13,3,,ACC13,Bearing 3204 B-2RSR,FAG ,False,1,28,0,0,0,0,0,0,0,0,1,13,0,0,False,2014-12-19 08:56:27,2015-01-23 08:46:39,,,,,,,,,,,,,,,,,,,,,
14,3,,ACC14,Bearing 3205 A-2ZTN9,FAG,False,1,0,0,0,0,0,0,0,0,0,1,14,0,0,False,2014-12-19 08:56:27,2014-12-19 08:56:27,,,,,,,,,,,,,,,,,,,,,
15,3,,ACC15,Bearing 3206-2 RS,SKF,False,1,0,0,0,0,0,0,0,0,0,1,15,0,0,False,2014-12-19 08:56:28,2014-12-19 08:56:28,,,,,,,,,,,,,,,,,,,,,
16,3,,ACC16,Bearing 361202 - R ,SKF,False,1,20,0,0,0,0,0,0,0,0,1,16,120461.53,0,False,2014-12-19 08:56:28,2015-02-15 22:39:04,,,,,,,,,,,,,,,,,,,,,
17,3,,ACC17,Bearing 361204 - R,SKF,False,1,14,0,10,0,0,0,0,0,0,1,17,118200,0,False,2014-12-19 08:56:28,2015-02-15 22:01:53,,,,,,,,,,,,,,,,,,,,,
18,3,,ACC18,Bearing 440114-AE,SKF,False,1,0,0,0,0,0,0,0,0,0,1,18,0,0,False,2014-12-19 08:56:28,2014-12-19 08:56:28,,,,,,,,,,,,,,,,,,,,,
19,3,,ACC19,Bearing 5204 - 2RS,IBB,False,1,6,0,0,0,0,0,0,0,0,1,19,0,0,False,2014-12-19 08:56:28,2015-01-23 08:46:40,,,,,,,,,,,,,,,,,,,,,
20,3,,ACC20,Bearing 5307 ATN9 , SKF (Bearing utk roda kereta vulcan),False,1,8,0,0,0,0,0,0,0,0,1,20,0,0,False,2014-12-19 08:56:28,2015-01-23 08:46:40,,,,,,,,,,,,,,,,,,,,,
21,3,,ACC21,Bearing 6000 - 2RS/ C3,FAG,False,1,10,0,0,0,0,0,0,0,0,1,21,12400,0,False,2014-12-19 08:56:28,2015-01-23 08:46:41,,,,,,,,,,,,,,,,,,,,,
22,3,,ACC22,Bearing 6000 - 2Z,SKF,False,1,4,0,0,0,0,0,0,0,0,1,22,0,0,False,2014-12-19 08:56:28,2015-01-23 08:46:41,,,,,,,,,,,,,,,,,,,,,
23,3,,ACC23,Bearing 6001 - 2RS,IJK,False,1,56,0,0,0,0,0,0,0,0,1,23,22100,0,False,2014-12-19 08:56:28,2015-01-23 08:46:41,,,,,,,,,,,,,,,,,,,,,
24,3,,ACC24,Bearing 6001 - 2Z/C3/QE6,SKF,False,1,19,0,0,0,0,0,0,0,0,1,24,0,0,False,2014-12-19 08:56:28,2015-01-23 08:46:42,,,,,,,,,,,,,,,,,,,,,
25,3,,ACC25,Bearing 6002 - 2RSH/C3,SKF,False,1,10,0,0,0,0,0,0,0,0,1,25,0,0,False,2014-12-19 08:56:28,2015-01-23 08:46:42,,,,,,,,,,,,,,,,,,,,,
26,3,,ACC26,Bearing 6003 - 2RSH,FAG,False,1,4,0,0,0,0,0,0,0,0,1,26,17200,0,False,2014-12-19 08:56:28,2015-01-23 08:46:42,,,,,,,,,,,,,,,,,,,,,
27,3,,ACC27,Bearing 6004 - 2RSH/C3,SKF + NTN,False,1,7,0,0,0,0,0,0,0,0,1,27,19000,0,False,2014-12-19 08:56:28,2015-01-23 08:46:43,,,,,,,,,,,,,,,,,,,,,
28,3,,ACC28,Bearing 6004 - 2Z,SKF,False,1,1,0,10,0,0,0,0,0,0,1,28,16000,0,False,2014-12-19 08:56:28,2015-05-10 19:36:01,,,,,,,,,,,,,,,,,,,,,
29,3,,ACC29,Bearing 6005 - 2RSH/C3,SKF + FAG,False,1,5,0,0,0,0,0,0,0,0,1,29,23000,0,False,2014-12-19 08:56:28,2015-01-23 08:46:43,,,,,,,,,,,,,,,,,,,,,
30,3,,ACC30,Bearing 6005-Z,ASK,False,1,6,0,0,0,0,0,0,0,0,1,30,0,0,False,2014-12-19 08:56:28,2015-01-23 08:46:44,,,,,,,,,,,,,,,,,,,,,
31,3,,ACC31,Bearing 6006 - 2RS1/ C3,SKF,False,1,2,0,0,0,0,0,0,0,0,1,31,0,0,False,2014-12-19 08:56:28,2015-01-23 08:46:44,,,,,,,,,,,,,,,,,,,,,
32,3,,ACC32,Bearing 6006 - 2Z/ C3,SKF + FAG,False,1,11,0,0,0,0,0,0,0,0,1,32,0,0,False,2014-12-19 08:56:29,2015-01-23 08:46:44,,,,,,,,,,,,,,,,,,,,,
33,3,,ACC33,Bearing 6007 - 2RS1/ C3,SKF ,False,1,0,0,0,0,0,0,0,0,0,1,33,0,0,False,2014-12-19 08:56:29,2014-12-19 08:56:29,,,,,,,,,,,,,,,,,,,,,
34,3,,ACC34,Bearing 6009 - 2RS1,SKF ,False,1,1,0,0,0,0,0,0,0,0,1,34,0,0,False,2014-12-19 08:56:29,2015-01-23 08:46:45,,,,,,,,,,,,,,,,,,,,,
35,3,,ACC35,Bearing 6010 - 2RS1/2RSR,IBC + NTN,False,1,2,0,0,0,0,0,0,0,0,1,35,60500,0,False,2014-12-19 08:56:29,2015-01-23 08:46:45,,,,,,,,,,,,,,,,,,,,,
36,3,,ACC36,Bearing 6011 - 2RS1,SKF,False,1,2,0,0,0,0,0,0,0,0,1,36,0,0,False,2014-12-19 08:56:29,2015-01-23 08:46:45,,,,,,,,,,,,,,,,,,,,,
37,3,,ACC37,Bearing 608 - 2RS,SKF,False,1,5,0,0,0,0,0,0,0,0,1,37,0,0,False,2014-12-19 08:56:29,2015-01-23 08:46:46,,,,,,,,,,,,,,,,,,,,,
38,3,,ACC38,Bearing 609 - 2Z,SKF,False,1,3,0,0,0,0,0,0,0,0,1,38,0,0,False,2014-12-19 08:56:29,2015-01-23 08:46:46,,,,,,,,,,,,,,,,,,,,,
39,3,,ACC39,Bearing 61904 - 2 RS1,SKF,False,1,0,0,0,0,0,0,0,0,0,1,39,0,0,False,2014-12-19 08:56:29,2014-12-19 08:56:29,,,,,,,,,,,,,,,,,,,,,
40,3,,ACC40,Bearing 6202 - 2RSR,SKF + FAG + KSK,False,1,200,0,0,0,0,0,0,0,0,1,40,0,0,False,2014-12-19 08:56:29,2015-01-23 08:46:46,,,,,,,,,,,,,,,,,,,,,
41,3,,ACC41,Bearing 6203 - 2RSH,SKF + FAG,False,1,50,0,0,0,0,0,0,0,0,1,41,0,0,False,2014-12-19 08:56:29,2015-01-23 08:46:47,,,,,,,,,,,,,,,,,,,,,
42,3,,ACC42,Bearing 6204 - 2RSH,SKF + FAG + NTN,False,1,60,0,0,0,0,0,0,0,0,1,42,0,0,False,2014-12-19 08:56:29,2015-01-23 08:46:47,,,,,,,,,,,,,,,,,,,,,
43,3,,ACC43,Bearing 6204 - P6/C3,FAG,False,1,1,0,0,0,0,0,0,0,0,1,43,0,0,False,2014-12-19 08:56:29,2015-01-23 08:46:47,,,,,,,,,,,,,,,,,,,,,
44,3,,ACC44,Bearing 6205 - 2RS1/ C3,FAG,False,1,24,0,0,0,0,0,0,0,0,1,44,23000,0,False,2014-12-19 08:56:29,2015-01-23 08:46:47,,,,,,,,,,,,,,,,,,,,,
45,3,,ACC45,Bearing 6206 - 2RS,SKF ,False,1,14,0,0,0,0,0,0,0,0,1,45,30583.33,0,False,2014-12-19 08:56:29,2015-02-15 22:37:38,,,,,,,,,,,,,,,,,,,,,
46,3,,ACC46,Bearing 6207 - 2RS,ASK,False,1,1,0,0,0,0,0,0,0,0,1,46,0,0,False,2014-12-19 08:56:29,2015-04-13 19:50:28,,,,,,,,,,,,,,,,,,,,,
47,3,,ACC47,Bearing 6207-  2ZR,FAG,False,1,3,0,0,0,0,0,0,0,0,1,47,0,0,False,2014-12-19 08:56:29,2015-01-23 08:46:48,,,,,,,,,,,,,,,,,,,,,
48,3,,ACC48,Bearing 6207-2ZR/C3,FAG,False,1,3,0,0,0,0,0,0,0,0,1,48,33000,0,False,2014-12-19 08:56:30,2015-01-23 08:46:49,,,,,,,,,,,,,,,,,,,,,
49,3,,ACC49,Bearing 6208-2ZR/C3,FAG,False,1,3,0,0,0,0,0,0,0,0,1,49,48000,0,False,2014-12-19 08:56:30,2015-01-23 08:46:49,,,,,,,,,,,,,,,,,,,,,
50,3,,ACC50,Bearing 62202 - 2RSR,FAG,False,1,12,0,0,0,0,0,0,0,0,1,50,0,0,False,2014-12-19 08:56:30,2015-01-23 08:46:49,,,,,,,,,,,,,,,,,,,,,
51,3,,ACC51,Bearing 62203 - 2RS1,SKF,False,1,39,0,0,0,0,0,0,0,0,1,51,0,0,False,2014-12-19 08:56:30,2015-01-23 08:46:50,,,,,,,,,,,,,,,,,,,,,
52,3,,ACC52,Bearing 63005 - 2RS,WTW + FAG,False,1,6,0,0,0,0,0,0,0,0,1,52,130000,0,False,2014-12-19 08:56:30,2015-01-23 08:46:50,,,,,,,,,,,,,,,,,,,,,
53,3,,ACC53,Bearing 6304 - 2RSH,SKF ,False,1,7,0,0,0,0,0,0,0,0,1,53,27800,0,False,2014-12-19 08:56:30,2015-01-23 08:46:50,,,,,,,,,,,,,,,,,,,,,
54,3,,ACC54,Bearing 6305-RS,INA,False,1,14,0,0,0,0,0,0,0,0,1,54,0,0,False,2014-12-19 08:56:30,2015-01-23 08:46:51,,,,,,,,,,,,,,,,,,,,,
55,3,,ACC55,Bearing 6305-Z,FAG,False,1,6,0,0,0,0,0,0,0,0,1,55,0,0,False,2014-12-19 08:56:30,2015-01-23 08:46:51,,,,,,,,,,,,,,,,,,,,,
56,3,,ACC56,Bearing 6306 - 2RS1,SKF,False,1,7,0,0,0,0,0,0,0,0,1,56,0,0,False,2014-12-19 08:56:30,2015-01-23 08:46:51,,,,,,,,,,,,,,,,,,,,,
57,3,,ACC57,Bearing 6306 – 2Z/ C3,SKF + FAG + NTN,False,1,20,0,0,0,0,0,0,0,0,1,57,0,0,False,2014-12-19 08:56:30,2015-01-23 08:46:52,,,,,,,,,,,,,,,,,,,,,
58,3,,ACC58,Bearing 7210 CTYNDULP4,RHP,False,1,2,0,0,0,0,0,0,0,0,1,58,0,0,False,2014-12-19 08:56:30,2015-01-23 08:46:52,,,,,,,,,,,,,,,,,,,,,
59,3,,ACC59,Bearing 81107 TV,NTN,False,1,7,0,0,0,0,0,0,0,0,1,59,0,0,False,2014-12-19 08:56:30,2015-01-23 08:46:52,,,,,,,,,,,,,,,,,,,,,
60,3,,ACC60,Bearing AS 1528,INA,False,1,8,0,0,0,0,0,0,0,0,1,60,0,0,False,2014-12-19 08:56:30,2015-01-23 08:46:53,,,,,,,,,,,,,,,,,,,,,
61,3,,ACC61,Bearing AS 1730,-,False,1,187,0,0,0,0,0,0,0,0,1,61,3700,0,False,2014-12-19 08:56:30,2015-01-23 08:46:53,,,,,,,,,,,,,,,,,,,,,
62,3,,ACC62,Bearing AS 2035,TORR,False,1,2,0,0,0,0,0,0,0,0,1,62,0,0,False,2014-12-19 08:56:31,2015-01-23 08:46:53,,,,,,,,,,,,,,,,,,,,,
63,3,,ACC63,Bearing AXK 1528,SKF,False,1,8,0,0,0,0,0,0,0,0,1,63,0,0,False,2014-12-19 08:56:31,2015-01-23 08:46:54,,,,,,,,,,,,,,,,,,,,,
64,3,,ACC64,Bearing AXK 1730 TN,"IKO + TORR , Substitusi NTB 1730",False,1,2,0,0,0,0,0,0,0,0,1,64,14000,0,False,2014-12-19 08:56:31,2015-01-23 08:46:54,,,,,,,,,,,,,,,,,,,,,
65,3,,ACC65,Bearing AXK 2035,TORR,False,1,2,0,0,0,0,0,0,0,0,1,65,0,0,False,2014-12-19 08:56:31,2015-01-23 08:46:54,,,,,,,,,,,,,,,,,,,,,
66,3,,ACC66,Bearing Ballcage KS 1955,THK,False,1,0,0,0,0,0,0,0,0,0,1,66,0,0,False,2014-12-19 08:56:31,2014-12-19 08:56:31,,,,,,,,,,,,,,,,,,,,,
67,3,,ACC67,Bearing DNJB 5905,TORR,False,1,2,0,0,0,0,0,0,0,0,1,67,0,0,False,2014-12-19 08:56:31,2015-01-23 08:46:55,,,,,,,,,,,,,,,,,,,,,
68,3,,ACC68,Bearing E 25 KLL,INA,False,1,1,0,0,0,0,0,0,0,0,1,68,0,0,False,2014-12-19 08:56:31,2015-01-23 08:46:55,,,,,,,,,,,,,,,,,,,,,
69,3,,ACC69,Bearing F 24303 NKIB,INA,False,1,2,0,6,0,0,0,0,0,0,1,69,1000000,0,False,2014-12-19 08:56:31,2015-04-06 19:26:40,,,,,,,,,,,,,,,,,,,,,
70,3,,ACC70,Bearing GS 81104,INA,False,1,4,0,0,0,0,0,0,0,0,1,70,0,0,False,2014-12-19 08:56:31,2015-01-23 08:46:56,,,,,,,,,,,,,,,,,,,,,
71,3,,ACC71,Bearing HK 1616,SKF,False,1,4,0,0,0,0,0,0,0,0,1,71,0,0,False,2014-12-19 08:56:31,2015-01-23 08:46:56,,,,,,,,,,,,,,,,,,,,,
72,3,,ACC72,Bearing HK 1816,IKO,False,1,65,0,0,0,0,0,0,0,0,1,72,13500,0,False,2014-12-19 08:56:31,2015-01-23 08:46:56,,,,,,,,,,,,,,,,,,,,,
73,3,,ACC73,Bearing LR 202 - 2RSR,"INA + SKF, Substitusi 6202-RSR / 361202 R",False,1,16,0,10,0,0,0,0,0,0,1,73,75298.69,0,False,2014-12-19 08:56:31,2015-02-15 22:37:38,,,,,,,,,,,,,,,,,,,,,
74,3,,ACC74,Bearing LR 202 NPPU,,False,1,0,0,0,0,0,0,0,0,0,1,74,0,0,False,2014-12-19 08:56:31,2014-12-19 08:56:31,,,,,,,,,,,,,,,,,,,,,
75,3,,ACC75,Bearing LR 204 NPPU,,False,1,0,0,0,0,0,0,0,0,0,1,75,0,0,False,2014-12-19 08:56:31,2014-12-19 08:56:32,,,,,,,,,,,,,,,,,,,,,
76,3,,ACC76,Bearing LR 6000 NPPU,"INA , Substitusi LR 6000 - 2RSR",False,1,44,0,0,0,0,0,0,0,0,1,76,0,0,False,2014-12-19 08:56:32,2015-01-23 08:46:56,,,,,,,,,,,,,,,,,,,,,
77,3,,ACC77,Bearing NA 4904-2RS,TORR + INA,False,1,14,0,0,0,0,0,0,0,0,1,77,0,0,False,2014-12-19 08:56:32,2015-01-23 08:46:57,,,,,,,,,,,,,,,,,,,,,
